artist_mbid,pitch_0_mean,pitch_1_mean,pitch_2_mean,pitch_3_mean,pitch_4_mean,pitch_5_mean,pitch_6_mean,pitch_7_mean,pitch_8_mean,pitch_9_mean,pitch_10_mean,pitch_11_mean,timbre_0_mean,timbre_1_mean,timbre_2_mean,timbre_3_mean,timbre_4_mean,timbre_5_mean,timbre_6_mean,timbre_7_mean,timbre_8_mean,timbre_9_mean,timbre_10_mean,timbre_11_mean,loudness,tempo,duration,artist_name,gender,gender_clean,country_clean,genre_principal
001e4a87-fc46-4d66-ba37-e9714e0fe58a,0.7737770083102493,0.6731731301939058,0.5088961218836565,0.5760678670360111,0.5019335180055402,0.5307188365650969,0.4674667590027701,0.4662299168975069,0.474005540166205,0.4378642659279778,0.5015152354570637,0.4406108033240997,51.67136288088643,68.54292520775623,32.18556786703601,-8.566713296398893,-24.15315512465374,-31.019685595567868,9.021696675900277,2.1919584487534625,13.127853185595567,7.441537396121884,-1.2847229916897507,-1.8485941828254846,-5.587,227.302,271.22893,The Funeral Pyre,,Unknown,Unknown,
0039c7ae-e1a7-4a7d-9b49-0cbc716821a6,0.3889269841269841,0.19066031746031745,0.2663333333333333,0.1434952380952381,0.2699936507936508,0.16564761904761904,0.24588571428571426,0.6808063492063492,0.2728857142857143,0.2888603174603175,0.16307301587301587,0.31135238095238094,41.636514285714284,-62.58300952380953,-6.008460317460317,-10.291330158730158,16.277031746031746,-4.783219047619047,-2.937549206349207,5.263212698412699,3.1012888888888885,-6.800755555555555,-3.0709714285714287,-3.814085714285714,-10.775,101.306,119.40526,Death Cab for Cutie,,Unknown,Unknown,
0053dbd9-bfbc-4e38-9f08-66a27d914c38,0.3968094878596637,0.4029655608402464,0.49945496609410883,0.2576152980106346,0.3833231537009318,0.2878529377016292,0.3044619505634545,0.38118093547490617,0.27233713213694805,0.4873183452751432,0.26039670604266757,0.31381194457858974,44.98002468085303,11.554261446187152,16.535512550813404,-4.465643660188151,-6.900575652953401,-9.43517980351057,-9.327961723351546,-3.40691278280367,-0.16588061856222072,-1.836690506481484,-0.5265677569061658,-0.04688262005423839,-9.251142857142856,128.66557142857144,259.11931428571427,Bad Company,,Unknown,GB,Rock
0059d0f1-8d04-4363-a2b2-d79f8b9a29b8,0.5187199281867145,0.2807737881508079,0.22475224416517056,0.19074326750448833,0.3174488330341113,0.256213644524237,0.18396050269299818,0.4225960502692998,0.2155475763016158,0.27780969479353684,0.20447935368043088,0.22287432675044885,40.52060502692998,-43.88407540394973,10.128924596050268,-0.6484578096947935,-9.086764811490127,3.1484578096947935,-24.36029622980251,-8.985818671454219,13.274342908438062,8.007326750448833,3.1573608617594258,20.84715798922801,-12.517,131.552,150.09914,María Elena Walsh,Female,Female,AR,
00a9f935-ba93-4fc8-a33a-993abe9c936b,0.3438361000152442,0.3447117134894278,0.4015248192919831,0.2395146624890722,0.37007699078970413,0.31650256771091007,0.2758723371742296,0.3774305996449205,0.25248956776020276,0.36009663518050045,0.24519535643262014,0.277204986663042,47.685913201347,3.0603088611867455,22.493353916020194,-7.839836176915704,-7.574158045524816,-22.884018319686334,5.731787953951449,-5.953083195849653,12.955721259438077,2.146664377478881,-0.7547107229782165,8.197737363141135,-7.169666666666667,111.396,347.68498833333337,Nightwish,,Unknown,FI,Rock
00b952be-6c97-4880-84f9-06de584b491b,0.5654150745800081,0.5812234711588218,0.46846563596204893,0.4257743139323553,0.38671001733447774,0.3469256973850802,0.48127203074655456,0.49567402723009185,0.5342266328071458,0.49678039718827044,0.4122776807961859,0.3874796056270485,52.06011760591309,29.728574537186166,30.283532891257455,-4.599045861850493,-40.77779216809652,-22.758410749372334,6.534478547709309,-1.4201899235328372,12.17647124219477,8.808344191613097,-1.0394842571846334,0.8263116386517405,-4.108,121.669,166.75655333333336,Cancer Bats,,Unknown,CA,Rock
0103c1cc-4a09-4a5d-a344-56ad99a77193,0.3943264987141985,0.37983307340076683,0.28986085502011644,0.26071400272583795,0.48250021601222537,0.28035583308861656,0.2488486698062656,0.2915209131371915,0.26766830516291,0.3343668435377522,0.19529166350611782,0.3960269583076652,49.02877092088054,23.537121547506747,12.817400960048317,-9.32547268298133,-6.183056676282411,-14.554022111685036,0.360464775705782,-6.7952940392681045,2.52036200139633,-2.624082417530445,-2.0652014709803823,3.476982906803723,-4.438,139.48133333333334,239.19410333333335,Avril Lavigne,Female,Female,CA,Rock
012ef4f9-2d35-4000-86e5-bc761f87dab9,0.45693530499075785,0.422728280961183,0.3708373382624769,0.28044916820702404,0.36253049907578555,0.4446654343807763,0.31198706099815154,0.3469648798521257,0.22306099815157115,0.29267467652495377,0.3842569316081331,0.2147615526802218,38.04597597042514,-89.37554898336414,41.850763401109056,7.316539741219963,-1.6827615526802218,-12.090345656192238,24.203399260628466,-4.739447319778189,-3.1810683918669134,-2.141807763401109,-0.6954676524953789,6.138208872458411,-14.962,97.52,163.94404,Herb Alpert And The Tijuana Brass,,Unknown,US,Pop
0159799c-ef7f-4c37-a011-25b6572c0f62,0.3804977375565611,0.4713088235294118,0.2709683257918552,0.35555090497737557,0.6173110859728507,0.36053054298642534,0.3612443438914027,0.22847511312217195,0.249222850678733,0.2793868778280543,0.21916176470588236,0.3427816742081448,43.004044117647055,43.41734954751131,-22.074326923076924,8.885280542986425,-24.261080316742085,-1.3612929864253394,18.156752262443437,-0.43975113122171955,8.192059954751132,5.506200226244344,-4.800935520361991,13.722107466063349,-8.754,153.738,235.78077,Winston Reedy,,Unknown,Unknown,Reggae
017151db-3920-4b4d-ab17-c8c5b6616648,0.4804212598425197,0.24744094488188978,0.33031889763779526,0.1976437007874016,0.31562401574803145,0.44350984251968506,0.20218897637795277,0.3703228346456693,0.29795866141732286,0.35523425196850394,0.24545078740157478,0.25049212598425197,38.37379724409449,2.290415354330709,50.90815354330709,-6.637220472440945,23.874653543307087,11.975647637795275,-41.71984842519685,-4.439610236220473,4.568568897637795,-4.472771653543307,-2.7869507874015746,-1.7056751968503938,-13.164,96.731,183.06567,Guitar Slim,Male,Male,US,Blues
