artist_mbid,song_id,artist_name,title,year,gender,gender_clean,country,country_clean,genre_principal,key,mode,tempo,time_signature,loudness,duration,pitch_0_mean,pitch_1_mean,pitch_2_mean,pitch_3_mean,pitch_4_mean,pitch_5_mean,pitch_6_mean,pitch_7_mean,pitch_8_mean,pitch_9_mean,pitch_10_mean,pitch_11_mean,timbre_0_mean,timbre_1_mean,timbre_2_mean,timbre_3_mean,timbre_4_mean,timbre_5_mean,timbre_6_mean,timbre_7_mean,timbre_8_mean,timbre_9_mean,timbre_10_mean,timbre_11_mean
c43bb0d6-94d7-410f-80fb-e5a243b18d23,SOGSMXL12A81C23D88,Raphaël,Je Sais Que La Terre Est Plate,2008.0,Male,Male,FR,FR,Pop,0,1,124.059,4,-9.636,148.74077,0.9485516014234876,0.7711209964412812,0.18931494661921708,0.21931138790035587,0.28020284697508896,0.18232206405693951,0.17326868327402134,0.16343772241992882,0.12162633451957296,0.15879359430604983,0.14303202846975088,0.2476548042704626,44.30355338078292,-5.497526690391459,-13.431834519572954,-8.424727758007117,-8.452409252669039,-13.41078825622776,12.765695729537367,-1.9439697508896796,9.32229715302491,0.07774377224199289,-1.5153843416370105,10.809156583629893
a69cd724-2f57-4ed0-bfed-ba20401eb84c,SOMBCOW12AAF3B229F,Julie Zenatti,On Efface,2004.0,Female,Female,FR,FR,,1,0,80.084,4,-11.061,252.99546,0.14247803617571062,0.39187467700258394,0.1447454780361757,0.34815762273901807,0.277077519379845,0.10565891472868218,0.23748062015503876,0.22386304909560725,0.3987635658914728,0.2552764857881137,0.1340219638242894,0.14327390180878555,40.84295865633075,-37.80359043927648,54.44522222222222,0.6921795865633076,25.06154521963824,-12.366970284237725,-18.276060723514213,-2.711186046511628,1.777157622739018,-3.8093023255813954,1.4345012919896643,12.750963824289405
44b5b950-2ae2-403a-8c67-82d8fc72033d,SODJYEC12A8C13D757,I Hate Sally,Martha Served,2007.0,,Unknown,CA,CA,,7,1,77.15,3,-5.795,163.63057,0.5389658848614073,0.5493475479744137,0.42287633262260127,0.41915565031982943,0.4327931769722814,0.45413006396588484,0.5451940298507463,0.5181918976545843,0.4372238805970149,0.38697014925373135,0.4497846481876333,0.5380405117270789,51.35468869936034,29.592191897654583,36.70576332622601,-1.9938464818763326,-21.51920682302772,-27.862432835820893,7.420505330490405,1.1303070362473349,13.464912579957355,6.436215351812367,-1.8112430703624733,-9.93376119402985
37c78aeb-d196-42b5-b991-6afb4fc9bc2e,SOZQSGL12AF72A9145,Dead Kennedys,Halloween,1982.0,,Unknown,US,US,Rock,10,1,92.897,4,-4.264,216.842,0.676077519379845,0.5552506459948321,0.40233979328165376,0.31590568475452196,0.3328669250645995,0.4082609819121447,0.4023501291989664,0.5090710594315245,0.4019922480620155,0.39865374677002585,0.45556976744186045,0.38052325581395346,51.66096640826874,27.266710594315246,58.586304909560724,3.3645322997416023,-45.861888888888885,-6.946116279069767,-2.7028049095607236,7.068621447028424,1.3706007751937985,6.174138242894057,-1.2519315245478035,1.016312661498708
050ce7ea-0935-430f-bcec-b83e702298eb,SOKRHNY12AB01837DB,Brigada Victor Jara,Parto em terras distantes,1998.0,,Unknown,PT,PT,,4,0,86.981,5,-13.885,312.99873,0.37636563436563436,0.26685314685314687,0.30227072927072923,0.19377522477522477,0.4197152847152847,0.21564135864135864,0.3067782217782218,0.31844255744255745,0.2249050949050949,0.3433106893106893,0.20664135864135866,0.3223126873126873,38.55788211788212,-17.81653746253746,4.401855144855144,-17.88773026973027,-17.554728271728273,-12.706019980019981,-4.065752247752248,-0.10992107892107895,8.945997002997002,2.673991008991009,-0.8883936063936063,4.089163836163836
17e137fb-59e5-4fd7-af48-afc34995396c,SOBTEHX12A6D4FBF18,Atreyu,You Eclipsed By Me (Album Version),2004.0,,Unknown,US,US,Rock,0,0,157.715,4,-4.707,218.90567,0.7457769516728624,0.6228066914498142,0.43148574969021064,0.4080297397769516,0.37814250309789343,0.37661462205700125,0.35809789343246595,0.5233556381660471,0.45228624535315987,0.32542379182156134,0.33324783147459724,0.3765563816604709,50.799745972738535,58.13007558859975,25.919893432465923,-0.9958277571251548,-28.24787484510533,-17.99599256505576,0.14159479553903348,0.11570508054522925,16.64143990086741,13.127856257744734,2.0408537794299875,12.47008302354399
e8143d56-f2e9-4122-9666-6aa5352dadcd,SOXGDVW12AB01864E7,Mistress,Shovel,2005.0,,Unknown,GB,GB,,0,1,146.331,4,-4.523,580.70159,0.5976526639344262,0.33791086065573767,0.21494774590163934,0.20448668032786885,0.17726024590163936,0.2897776639344262,0.41445081967213115,0.30248668032786885,0.27357889344262293,0.32277766393442625,0.395593237704918,0.5936844262295082,50.780347336065574,49.197940573770495,16.12120081967213,-9.778272540983606,-46.42269467213115,-27.17151024590164,-1.212143442622951,-2.1594047131147542,16.13120594262295,8.686022540983608,-2.9009713114754097,-10.766581967213114
2e3b75d8-00a8-486a-b4e7-a1f8f65e64c9,SOKMPKV12A67AE241B,Shadows Fall,What Drives The Weak,2004.0,,Unknown,US,US,Rock,0,0,84.992,4,-4.076,283.48036,0.6712959381044488,0.5632330754352032,0.348968085106383,0.387431334622824,0.2944400386847196,0.34922630560928436,0.2842514506769826,0.456536750483559,0.41477756286266926,0.28369439071566727,0.41501837524177954,0.30869342359767893,51.455477756286264,60.70336363636363,5.728911025145068,-5.926447775628627,-23.673064796905223,-24.285591876208898,12.544188588007737,-2.3157117988394584,4.297747582205029,5.742088974854932,-0.697333655705996,-2.175395551257253
99f0e05e-e63e-4b48-a0a7-039ad3f9fc3d,SOGXENE12AB01854EB,Dave Brockie Experience,The Dance Of Europe,2001.0,,Unknown,US,US,,1,0,99.959,5,-3.312,135.8624,0.45427667984189724,0.6002588932806324,0.30480039525691704,0.4845810276679842,0.42582411067193676,0.3308379446640316,0.42143675889328064,0.3182094861660079,0.37828260869565217,0.2487707509881423,0.2536343873517787,0.3003596837944664,49.87959486166008,36.886501976284585,-9.807434782608695,-2.181351778656126,-20.71057509881423,-6.519646245059288,0.957207509881423,2.1433695652173914,1.2238774703557314,2.6718893280632408,0.31938142292490124,16.87747233201581
3c050ada-9db8-4e87-86fb-11c5294f9711,SODENZR12AAF3B13B9,R. Carlos Nakai,Blood Round Dance Song (World),1982.0,Male,Male,US,US,,1,0,104.989,1,-25.651,146.33751,0.10913948919449902,0.1598664047151277,0.07246758349705305,0.21300785854616897,0.12316306483300589,0.040235756385068766,0.5703339882121807,0.16471512770137525,0.02755599214145383,0.014652259332023576,0.012876227897838901,0.1777367387033399,29.38158546168959,-72.2391257367387,118.23154813359528,9.774161100196464,82.75274656188606,2.4523300589390966,-91.59465815324164,-10.085459724950883,-1.816752455795678,-5.725333988212181,6.9958330058939096,-13.390563850687622
f59c5520-5f46-4d2c-b2c4-822eabf53419,SOEKSGJ12A67AE227E,Linkin Park,Crawling (Album Version),2000.0,,Unknown,US,US,Rock,4,1,105.095,4,-6.052,208.95302,0.329660485021398,0.4850028530670471,0.23178031383737518,0.26899999999999996,0.39188017118402285,0.2587731811697575,0.2829243937232525,0.24131954350927246,0.5991726105563481,0.3787988587731812,0.2418459343794579,0.40136804564907275,46.39965049928673,9.498039942938659,41.58423823109843,8.851818830242511,4.516104136947218,-16.989442225392295,5.951075606276747,0.28362910128388014,8.376573466476462,2.5615934379457914,-0.7193323823109843,-3.2173937232524965
401c3991-b76b-499d-8082-9f2df958ef78,SOZKFHV12A6D4F996F,Phil Collins,I'm Not Moving,1981.0,Male,Male,GB,GB,Pop,5,0,100.042,4,-15.433,154.93179,0.5128084358523726,0.3986748681898067,0.29586994727592264,0.31443409490333923,0.23397891036906857,0.45249209138840074,0.2672355008787346,0.4719912126537785,0.31985940246045697,0.24554130052724077,0.32128822495606324,0.27418277680140596,34.09496133567662,3.1963655536028117,-21.48719683655536,-1.9779824253075575,4.372648506151143,1.3353216168717048,-5.051780316344464,-4.717727592267136,8.056284710017575,2.1752108963093146,0.9216608084358523,14.859966608084358
f5625c87-5a62-4b3b-a375-fe08a71acddc,SOIDSPL12AB0182DF0,Sister Rosetta Tharpe & Marie,Up Above My Head,2004.0,Female,Female,US,US,Blues,9,0,80.893,4,-7.386,146.80771,0.42075433070866136,0.3219322834645669,0.4938472440944882,0.26065984251968505,0.35290551181102364,0.22649606299212596,0.2953228346456693,0.48678425196850394,0.3011244094488189,0.4852110236220472,0.4227307086614174,0.4588062992125984,45.35146771653543,25.242091338582675,44.759522834645665,5.566743307086615,14.676913385826772,14.402037795275591,1.4120897637795276,-3.9129763779527558,18.79455905511811,2.6064377952755904,-6.6313007874015755,6.011056692913385
72c090b6-a68e-4cb9-b330-85278681a714,SOCPFDY12AB018300D,John Cale,Antarctica Starts Here,1973.0,Male,Male,US,US,Rock,5,1,110.1,4,-20.172,199.96689,0.5674793956043956,0.3157554945054945,0.2843887362637363,0.17163324175824177,0.26832417582417584,0.5249574175824175,0.279293956043956,0.3215521978021978,0.2539958791208791,0.33126236263736264,0.36201373626373623,0.21401648351648353,32.60926510989011,-27.93571978021978,-71.53923351648352,-20.7674271978022,-2.5933928571428573,-16.305168956043957,-17.99527197802198,-22.109550824175827,15.198807692307692,2.2976332417582417,0.5280247252747252,16.41597664835165
b7aa3a81-01f7-4603-905f-8de902528ba9,SOOQCOC12A8C132A5A,Back Door Slam,Heavy On My Mind (Album Version),2007.0,,Unknown,IM,IM,Blues,3,0,92.971,4,-4.325,319.84281,0.2667603513174404,0.36188205771643667,0.23217440401505646,0.5661944792973651,0.2843287327478043,0.2530313676286073,0.33559096612296113,0.2676060225846926,0.42377666248431617,0.3045169385194479,0.5353538268506901,0.3542132998745295,51.93262107904642,-11.012159347553325,23.347779171894604,-7.978629861982434,-9.0994504391468,-15.995378920953575,-5.078220828105396,-6.072797992471768,17.50368381430364,-0.0442434127979925,-2.847875784190715,-4.5274378920953575
